track_id,track_name,track_artist,lyrics,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language
1nwoWaqzB30bD4IPqRNuex,With You - Dexter Remix,Kaskade,"Am I the only one who's been mistaken? 'Cause you're the only one who keeps me waiting Do you know how much time I would be saving If I didn't let you into my head, let you into my bed? Oh, no, I've done it again Haven't I been here before, here before? Oh, Lord, my hand on my head Haven't I been here before, here before? So stop, stop saying that you're mine I'ma need a better reason to be spending all my time with you You leave me, I'll be fine I'ma need a better reason to be wasting my time with you Wasting, wasting my time with you Wasting, wasting my time with you Wasting, wasting my time with you Time with you Baby, I know you've been misbehaving I've been cleaning up the mess that you've been making Do you know how much time I would be saving If I didn't let you into my head, let you into my bed? No, no, I've done it again Haven't I been here before, here before? Oh, Lord, my hand on my head Haven't I been here before, here before? So stop, stop saying that you're mine I'ma need a better reason to be spending all my time with you You leave me, I'll be fine I'ma need a better reason to be wasting my time with you Wasting, wasting my time with you Wasting, I'll be wasting my time with you Wasting, I'll be wasting my time with you Time with you Oh, stop, stop saying that you're mine I'ma need a better reason to be spending all my time with you If you leave me, I'll be fine I'ma need a better reason to be wasting my time with you Wasting, wasting my time with you Wasting, I'll be wasting my time with you, babe Wasting, wasting my time with you Wasting my time with you, babe, mmm",51,5cHgBxHHpJLjMWGBBiJEVJ,With You - The Remixes,2019-09-12,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.679,0.7859999999999999,1,-6.917999999999998,0,0.132,0.119,5.89e-6,0.224,0.47,126.092,196613,en
1NxHgM5nOnmqi3KUVLbaIw,Leaving My Love Behind,Lewis Capaldi,"I don't know how we got to where we are So far removed, I don't know where to start 'Cause I've been away for far too long But I implore you, please hold on I beg you, please hold on Love don't come easy to us And it's killing me to hang on And hope it's enough So, I was just wondering Could you tell me, is it all a waste of time? Are you leaving my love behind? Baby, say the word and let me know You gotta give me something I swear that I won't try to change your mind If you're leaving my love behind Baby, say the word and let me go We used to wait up and talk for hours on end And it's got me thinking that lately something's changed 'Cause I've been feeling you leaving Cracks in conversations way too long I'm barely holding on Love don't come easy to us And it's killing me to hang on And hope it's enough So, I was just wondering Could you tell me, is it all a waste of time? Are you leaving my love behind? Baby, say the word and let me know You gotta give me something I swear that I won't try to change your mind If you're leaving my love behind Baby, say the word and let me go Just let me go, let me go Just let me go, just let me go Baby, say the word and let me go 'Cause I was just wondering Could you tell me, is it all a waste of time? Are you leaving my love behind? Baby, say the word and let me know You gotta give me something I swear that I won't try to change your mind If you're leaving my love behind Baby, say the word and let me go Just let me go, just let me go Baby, say the word and let me go",70,2wiPF3m0ylst0JSk1IvZL8,Divinely Uninspired To A Hellish Extent (Extended Edition),2019-11-22,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0.409,0.446,2,-4.836,1,0.0317,0.65,0,0.0862,0.135,75.638,210213,en
1nYj5Hv2ON80QokibDMvOE,Louboutin,Frenna,"Songtekst van Frenna – ""Louboutin"" ft. Jonna Fraser, Idaly & Emms Christian Louboutin, zij wil die Christian Louboutin Ze weet dat ik doekoe spend, omdat ik ze zelf aan m'n voeten heb (Hahh) Zij is Caribbean, maar lijkt op Christina Milian (Hmm, yeah) Ze is one in a million, zij is die one in a million (Hahh) But baby, I don't love to wait (Nahh), I don't love to wait (Ahh) Baby, I don't love to wait (Ahh), I don't love to wait (Ahh) Baby, I don't love to wait (Nahh), baby I don't love to wait (Ahh) Baby, I don't love to wait (Nahh), baby I don't love to wait (Ahh) Ey, ja, ey, ja Ik ben loco, ik pop champagne in die ollo, yeah Ik ben loco, jij weet dat ik liever smoke with you (Oh, oh) Oh come my way (My way) Shawty, kom en breng die shit my way Ik ben loco (Loco), ik pop champagne in die ollo (Ollo) Zij rijdt op m'n dick, Kawasaki Ik voel me respect in punani Ik ben met m'n bro, da's Idaly Dus wine het nu slow en vertraag iets Meisje wine for me slow, slow, slow, slo-ow Ga laag, laag, laag, laa-ag (Ey) Christian Louboutin, zij wil die Christian Louboutin Ze weet dat ik doekoe spend, omdat ik ze zelf aan m'n voeten heb (Hahh) Zij is Caribbean, maar lijkt op Christina Milian (Hmm, yeah) Ze is one in a million, zij is die one in a million (Hahh) Zij was op de bodem, niet daar (Ey) Nu is die ho een gevaar (Ey) Wie het kleine niet eert (Ey), is het grote niet waard, nee Ben met Young Rich Flaku (Ey), dat is shop and go, ey shop and go voor die zapatos, hey Zit ze op mijn schoot, ey druk ze low Al die ho's zijn gelogen Bolle ogen, gevlogen Al die foe's zijn verboden Maar toch snappen ze die treintjes Ze gaan didde voor de mode Rode zolen aan de poten Gooien saus om te posten Ze lachen om die dure geintjes Christian Louboutin, zij wil die Christian Louboutin Ze weet dat ik doekoe spend, omdat ik ze zelf aan m'n voeten heb (Hahh) Zij is Caribbean, maar lijkt op Christina Milian (Hmm, yeah) Ze is one in a million, zij is die one in a million (Hahh) But baby, I don't love to wait (Nahh), I don't love to wait (Ahh) Baby, I don't love to wait (Ahh), I don't love to wait (Ahh) Baby, I don't love to wait (Nahh), baby I don't love to wait (Ahh) Baby, I don't love to wait (Nahh), baby I don't love to wait (Ahh) Je moet kiezen, want ik kan geen tijd meer verliezen (Hey) Veel stroom, alsof je rijdt in een waggie hybride (Hey) Scoo-scoo, naar je toe als je lonely bent Ook al weet ik dat je wilt omdat ik money heb (Ooh, ooh, ooh) Schat ik heb m'n ballen en m'n bands Dus ik trap niet in de vallen die je hebt (Auwts) Je gaat zelf zeggen dat ik overdrijf (Auwts) Wanneer je kijkt naar alle plannen die ik heb Zij is Caribbean, maar lijkt op Christina Milian (Hmm) Ze is one in a million, zij is die one in a million (Hahh) Ey Diquenza, we don't stop We-we-we-we-we don't stop Ozhora Miyagi (Ozhora Miyagi)",58,1pgAdTVfRnyzn4AqNXOUZ2,Francis,2018-11-23,🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\,1d0fonZHpN4LYHTKbmNRbm,latin,latin hip hop,0.759,0.625,7,-7.933,1,0.191,0.121,0,0.0888,0.626,120.112,185834,nl
1NyMdeeVDYizUcXHConsq6,Femininity,Eric Benét,"Oh Ooh what you do to me Yeah yeah, yeah Quietly, your silhouette approaches me A vision far too lovely to define, hey, yeah Tenderly, you take complete control of me The feminine seduction of body, soul and mind, yeah Touch me, and I feel your femininity (Touch Me) Girl, you're the lady women want to be (Yeah) Softly, you move when you're making love to me Love me every night with femininity (Femininity) A child of innocence is how you look at me But it's the woman's touch that makes it feel so right, so right Your lips consume my deepest sensitivity It feels so good, it makes me wanna cry (Make me cry) Touch me, and I feel your femininity (Femininity) Girl, you're the lady women want to be (Every women want to be) Softly, you move when you're making love to me (Make Love To Me) Love me every night with femininity (Femininity) (Oh) Oh, oh, oh Femininity (Oh) Oh, femininity Let me feel myself inside you once again I love the way you say it's just for me A lady in the purest sense of elegance But when the lights go down, girl, you're making love Strong, wild and free Touch me, and I feel your femininity (Oh, yeah) Girl, you're the lady women want to be (Every women want to be) Softly, you move when you're making love to me (You're making love so soflty) Love me every night with femininity Touch me (Touch Me), and I feel your femininity (Femininity) Girl, you're the lady women want to be (Oh) Softly, you move when you're making love to me (Soflty) Love me every night with femininity (Femininity) I like the way you take control of me (Femininity) (I love) You have a little certain quality (-Mininity) Not many girls would ever dare to be (Femininity), No no The lady that you are (Femininity)",39,0HgmysKc552d8G01TdbUa3,True To Myself,1996-09-24,NeoSoul Music,78RRvktrPMSqAoCI21mNOe,r&b,NeoSoul,0.677,0.63,6,-4.7780000000000005,1,0.05,0.102,0,0.0554,0.625,72.954,288600,en
1nz1xzqPN4xYZtR4zgiLxt,Smalltown Boy,Bronski Beat,"To your soul To your soul Cry Cry Cry You leave in the morning with everything you own in a little black case Alone on a platform, the wind and the rain on a sad and lonely face Mother will never understand why you had to leave But the answers you seek will never be found at home The love that you need will never be found at home Run away, turn away, run away, turn away, run away Run away, turn away, run away, turn away, run away Pushed around and kicked around, always a lonely boy You were the one that they'd talk about around town as they put you down And as hard as they would try they'd hurt to make you cry But you never cried to them, just to your soul No, you never cried to them, just to your soul Run away, turn away, run away, turn away, run away (Crying to your soul) Run away, turn away, run away, turn away, run away (Crying to your soul) Run away, turn away, run away, turn away, run away (Crying to your soul) Run away, turn away, run away, turn away, run away Cry, boy, cry Cry, boy, cry Cry, boy, cry, boy, cry Cry, boy, cry, boy, cry Cry, boy, cry, boy, cry Cry, boy, cry, boy, cry Cry, boy, cry, boy, cry Cry, boy, cry, boy, cry You leave in the morning with everything you own in a little black case Alone on a platform, the wind and the rain on a sad and lonely face Run away, turn away, run away, turn away, run away Run away, turn away, run away, turn away, run away Run away, turn away, run away, turn away, run away Run away, turn away, run away, turn away, run away Run away, turn away, run away, turn away, run away Run away, turn away, run away, turn away, run away",12,76FsX997zHYXNiBVcdWZHG,The Age Of Consent,1984,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.679,0.564,10,-11.247,1,0.0267,0.529,0.0709,0.275,0.926,134.586,303307,en
1nzKLH9FeSV4KZdBwdCPQg,Go Round (feat. Lil Yachty),Rahmeen,"Ohh! Ohh! Ohh! Ohh! Ohh! Ohh! Oh-ohhhhhh! It's Lil' Boat Lately, I've been feeling kinda wavy Lately, I've been feeling kinda wavy Lately, I've been feeling kinda wavy Take a week to leave sick for days. It's crazy These niggas mad at Lil' Boat I'm tryna figure out why I put my wrists in the sky Watch it go bling, you go blind. Damn! I give a fuck bout a nigga You know I never give a fuck what they say I eat on Versace plates I got your bitch in my place. Damn! Ahhh! I'mma stack my cheddar I realized money gets these bitches wetter 'Cause money make the world go round Yeah! Money make the world go round Ahhh! I'mma stack this cheddar I realized money get all these bitches wetter Money make the world go round Money make the world go round Go round Go round Yeah! It make it go round Old friends start to hit me up again I wonder what they wantin' from me All the syrup at the crib-- But we ain't got no pancakes. It's kinda funny Been a long time. Stackin' all my guwop But now my pockets feelin' chubby Money rainin' on this side We don't ever like to see it sunny Watch the way I move my wrists like a belly dancer In the lab cooking up like I'm curing cancer I was working. No, I'm never fuckin' stoppin'-- 'Cause they only care about you when you're fuckin' poppin' So I ain't gonna chase these hoes Rather chase the money and watch'em line up in rows Rather chase the money and watch'em line up at shows 'Cause money make the world go round. So-- Ahhh! I'mma stack my cheddar I realized money gets these bitches wetter 'Cause money make the world go round Yeah! money make the world go round Ahhh! I'mma stack this cheddar I realized money get all these bitches wetter Money make the world go round Money make the world go round Go 'round Go 'round Yeah! It make it go round Yeah! I'm 'bout to turn up for a check Yeah! I'm 'bout to turn up for a check Late nights turn to early mornings. We don't get no rest. Yeah! Late nights turn to early mornings. We don't get no rest",0,24uHIqWrfZdI5NhQC3la6V,Go Round (feat. Lil Yachty),2017-01-30,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.6759999999999999,0.546,4,-7.9460000000000015,0,0.0366,0.234,2.94e-5,0.0995,0.665,139.977,180349,en
1NZMIqv8Rxp66PGFV6i2fb,Titan - Original Mix,Blasterjaxx,NA NA,0,4rpOz2m78DA8n4uWwU3fcM,Titan,2014-02-17,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,electro house,0.6829999999999999,0.935,1,-4.63,0,0.0452,0.00314,0.7909999999999999,0.0724,0.353,127.968,361870,vi
1nZzRJbFvCEct3uzu04ZoL,Part Of Me,Katy Perry,"Days like this, I want to drive away Pack my bags and watch your shadow fade You chewed me up and spit me out Like I was poison in your mouth You took my light, you drained me down But that was then and this is now Now look at me This is the part of me That you're never gonna ever take away from me, no This is the part of me That you're never gonna ever take away from me, no Throw your sticks and your stones Throw your bombs and your blows But you're not gonna break my soul This is the part of me That you're never gonna ever take away from me, no I just wanna throw my phone away Find out who is really there for me You ripped me off, your love was cheap Was always tearing at the seams I fell deep, you let me drown But that was then and this is now Now look at me This is the part of me That you're never gonna ever take away from me, no This is the part of me That you're never gonna ever take away from me, no Throw your sticks and your stones Throw your bombs and your blows But you're not gonna break my soul This is the part of me That you're never gonna ever take away from me, no Now look at me, I'm sparkling A firework, a dancing flame You won't ever put me out again I'm glowing, oh whoa So you can keep the diamond ring It don't mean nothing anyway In fact you can keep everything Yeah yeah, except for me This is the part of me That you're never gonna ever take away from me, no This is the part of me That you're never gonna ever take away from me, no (Away from me) Throw your sticks and your stones Throw your bombs and your blows But you're not gonna break my soul This is the part of me That you're never gonna ever take away from me, no This is the part of me (No) Away from me (No) This is the part of me No Throw your sticks and your stones Throw your bombs and your blows But you're not gonna break my soul This is the part of me That you're never gonna ever take away from me, no",70,5BvgP623rtvlc0HDcpzquz,Katy Perry - Teenage Dream: The Complete Confection,2012-03-12,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.6779999999999999,0.918,5,-4.63,1,0.0355,4.17e-4,0,0.0744,0.769,130.028,216160,en
1O094iJovopANx3FuAZwGQ,Noronha,Adamovich,"NA Morena daquele beijo doce que fez como se fosse Água de coco e sombra fresca no meio de tanta coisa louca Morena, se depender de hoje, tô indo aí essa noite Esquece tudo e vem comigo, só confia, vamo viajar Então deixa sua mala pronta que eu vou te levar pra Noronha É mais uma viagem pra contar, te guardei no livro de memórias O tempo passou, nem sei o que eu vou fazer pra mudar E pra onde eu vou sem você? Então deixa eu te perguntar: Ê laiá laiá, onde você tá? (Me diz, amor, onde você tá?) Ê laiá laiá, onde você tá? (Me diz, amor, onde você tá, hein?) Linda, eu tô de longe, mas sabe, eu tô te vendo E a gente não esconde esse tal de sentimento Já tô cansado e viajado há tanto tempo E ainda vejo aqui só nós por um momento É que passou, nem sei o que eu vou fazer pra mudar E pra onde eu vou sem você? Então deixa eu te perguntar: Ê laiá laiá, onde você tá? (Me diz, amor, onde você tá?) Ê laiá laiá, onde você tá? (Me diz, amor, onde você tá, hein?)",43,1GMa7fGfpBQiheXcUjX2Sz,Noronha,2020-01-06,Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,0.5579999999999999,0.528,7,-6.356,1,0.0356,0.836,0,0.118,0.58,79.39699999999998,143931,pt
1o0hcMxI6jYzQm6ApPde3L,Wild Frontier - Remastered 2002,Gary Moore,"I remember the old country They call the emerald land And I remember my home town Before the wars began Now we're riding on a sea of rage The victims you have seen You'll never hear them sing again The Forty Shades Of Green We're goin' back to the wild frontier Back to the wild frontier, it's calling Back to the wild frontier We're goin' back Back to the wild frontier I remember my city streets Before the soldiers came Now armoured cars and barricades Remind us of our shame We are drowning in a sea of blood The victims you have seen Never more to sing again The Forty Shades Of Green We're goin' back to the wild frontier Back to the wild frontier, it's calling Back to the wild frontier Back to the wild frontier, it's calling Those are the days I will remember Those are the days I most recall We count the cost of those we lost And pray it's not in vain The bitter tears of all those years I hope we live to see those days again Now we're riding on a sea of rage The victims you have seen You'll never hear us sing again The Forty Shades Of Green And I remember a friend of mine So sad now that he's gone They tell me I'll forget As time goes on We're goin' back to the wild frontier Back to the wild frontier, it's calling Back to the wild frontier We're goin' back Back to the wild frontier (can you hear it callin'?) Back to the wild frontier (can you hear it callin', callin?) Back to the wild frontier Those forty shades of green are calling me back home Ooh, we're goin' back Back to the wild frontier I'm goin' back Back to the wild frontier",47,7Kr5H7qAtXjsMxAeNvugTl,The Platinum Collection,2006,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.479,0.8220000000000001,4,-6.412000000000001,0,0.0444,0.00434,4.76e-6,0.0843,0.562,130.035,255720,en
1O1sgYGqEI6amm67FVsRmF,Define,Hilera,"Failed again so just leave me alone Define, define, define Failed again so just leave me alone Define, define, define I've heard it all before I've seen this ship a thousand times Oh, I've seen it all before It's tall and harder when they fall Say hello, it's me, let's go I'm thinking your thoughts and you're thinkin' mine Oh, it's you, hello, let's go I've tried so hard but again I... Failed again so just leave me alone Define, define, define Failed again so just leave me alone Define, define, define Touch me, baby, I'll take you home I know a friend, I know a friend Touch me, baby, I'll take you home Define, define, define I've heard it all before I've seen this ship a million times Oh, I've seen it all before It's tall and harder when they fall Define, define, define",40,3OL4V9E5OekKspuQRbZkxL,Hilera,2006,Pinoy Classic Rock,37i9dQZF1DWYDQ8wBxd7xt,rock,classic rock,0.532,0.929,1,-4.644,1,0.0388,0.0302,0,0.118,0.465,135.596,191413,en
1o2E5CwlBWuVElc41EqOSU,Is It Just Me?,Emily Burns,"It's been way too long for me to find it this hard Sitting alone my fingers picking the sofa apart An attempt to distract from the fact that I miss you I wonder if your friends have had to carry you home And stay for the night because They don't want to leave you alone Way before it was fun, it's becoming an issue I know it's cruel But I kind of hope you're tortured too Tell me does your heart stop At the party when my name drops Like you're stood at the platform When the trains cross Are you hurting, yeah you must be Or is it just me? Tongue-tied, screaming on the inside When I say that we broke up and they ask why Are you crying in the shower like a freak? Or is it just me? I heard a rumour you've been spending some time With that blonde girl that you work with and I know she's exactly your type And my miserable mind's running wild with the picture Or are you there by yourself, dialing, redialing my number? And I'm calling your mother, spilling tears on my jumper again The way I am I know it's cruel But I kind of hope you're tortured too Tell me does your heart stop At the party when my name drops Like you're stood at the platform When the trains cross Are you hurting, yeah you must be Or is it just me? Tongue-tied, screaming on the inside When I say that we broke up and they ask why Are you crying in the shower like a freak? Or is it just me? 'Cos this would be one whole lot easier God, I know that's selfish but it's true If underneath some calm exterior You're all fucked up too Tell me does your heart stop At the party when my name drops Like you're stood at the platform When the trains cross Are you hurting, yeah you must be Or is it just me? Tongue-tied, screaming on the inside When I say that we broke up and they ask why Are you crying in the shower like a freak? With only cigarettes for company? Are you crying in the shower like a freak? Or is it just me?",63,18SfYsQ4uFVYaMVctPDAvX,My Town,2019-11-20,Pop Hits 2020,5TDtuKDbOhrfW7C58XnriZ,r&b,hip pop,0.716,0.316,1,-6.902,0,0.0505,0.746,0,0.104,0.243,73.03699999999998,203731,en
1o2IoGqzWhjyJEmWFCSUTF,When I Think Of You,Janet Jackson,"Ooh, baby Anytime my world gets crazy All I have to do to calm it Is just think of you It's when I think of you, baby Nothing else seems to matter It's when I think of you, baby All I think about is our love I just get more attached to you When you hold me in your arms And squeeze me And you leave me making me blue It's when I think of you, baby Nothing else seems to matter It's when I think of you, baby All I think about is our love So in love (So in love) Ooh (So in love) With you (So in love) Baby (So in love) Ooh (So in love) Yeah (So in love) With you (So in love) (So in love) When I think of you (When I think of you) When I think of you (When I think of you) Bass I'm so in love I just think of you When you're not around, I When I think of you (So in love) Ooh (So in love) So in love (So in love) With you (So in love) Baby, you (So in love) Ooh (So in love) So in love (So in love) With you (So in love) Break Feels so good When I think of you Yeah, yeah, yeah",1,3W2rEBPIwXyogofa5b4e6x,Control,1986-02-04,New Jack Swing,3ykXidKLz1eYPvuGoFlD1e,r&b,new jack swing,0.763,0.603,9,-12.23,1,0.0404,0.0745,0.0214,0.0544,0.6809999999999999,116.232,235360,en
1O34fFJyV7djSqRtOuRSVh,Si Me Das Tu Amor,Carlos Vives,"NA No sé si te escriba una canción (Una canción) O quizás te dedique un poema (Doble U) O te invite a bailar reggaetón Yo sé que ha sido duro, nena Yo sólo quiero que me des un beso Llenar tu vida de noticias buenas, amor, amor (Carlos Vives) Sólo déjate querer Si me das tu amor Puedo ayunar en el desierto Si me das tu amor Voy a comerme el mundo entero Si me das tu amor Puedo dormir en una cueva Si me das tu amor (Yeah) Que no me falte aguapanela (Escucha, bebé) Sólo quiero en el almuerzo (Oh-oh) Que el menú sea de tus beso' (Beso') Y me des en la comida (Doble U) Tus beso' con mantequilla Okey, un beso de vainilla que me pare de la silla (Oh-oh) Siempre brilla de la cara a la rodilla (Oh-oh) Besos de sabores Y prende los motores (Oh-oh-oh) Y rápido me ataca con movimientos aniquiladores (Oh-oh-oh-oh) Rica, cuando tu sudor me salpica todo se justifica (Oh-uoh) Y el deseo se multiplica (Oh-oh) Seamos radicales, todo se vale (Oh-oh) Prepárate para cuando el tiguere te acorrale (Oh-oh-oh-oh) Si me das tu amor Puedo ayunar en el desierto Si me das tu amor Voy comerme el mundo entero Si me das tu amor Puedo dormir en una cueva Si me das tu amor No quiero arroz con habichuela' Sólo quiero en el almuerzo (Oh-oh) Que el menú sea de tus beso' (Beso') Y me des en la comida (Doble U) Tus beso' con mantequilla Derretido estoy de amor Y sé que tu corazón (Eh-eh) Necesita de un abrazo, bebé (Confía en mí) Pídeme lo que tú quieras Que yo hago lo que sea Por un beso de tus labios Beso, para eso yo quiero que me metas preso Si me das alguno yo no salgo ileso De sólo pensarlo me pongo travieso (Tarde o temprano, ¡duro!) Y queso Beso, para mí sería tremendo suceso Que por uno solo yo viajo de expreso Pero si no hay nada mañana regreso Por eso Si me das tu amor Puedo ayunar en el desierto Si me das tu amor Voy comerme el mundo entero Si me das tu amor Puedo dormir en una cueva Si me das tu amor Que no me falte aguapanela Sólo quiero en el almuerzo (Oh-oh) Que el menú sea de tus beso' (Beso') Y me des en la comida (Doble U) Tus beso' con mantequilla No sé si te escriba una canción O quizás te dedique un poema O te invite a bailar reggaetón Yo sé que ha sido duro, nena Yo sólo quiero que recuerdes esto Mi vida es tuya cuando tú lo quieras, amor, amor Sólo déjate querer",61,4HnkFvcWujnLxUcPQkPjRM,Si Me Das Tu Amor,2019-03-01,Latin Pop 2019,5wONX0lVyQE5XTxqjTUiUd,latin,latin pop,0.7070000000000001,0.88,6,-4.268,0,0.0764,0.0613,0,0.0656,0.379,93.032,213187,es
1o3w9bm49Kzi1QfBvWMNXr,Timidez,Javiielo,"Calma la ansiedad Tu misma acomódate Y dame la oportunidad Enséñame lo que no se Yo contigo yo me pre-sto Encima de mi es que te acepto (Ajá) Prende un phillie pa' calmarme y no bajarle Deja la timidez Y hazme tu pose favorita aquí en mi cuarto (Cuarto) Ya yo me acostumbre a tu cuerpo y a tu piel (Tu piel) La bellaquera es contigo que la comparto Baby deja la timidez Y hazme tu pose favorita aquí en mi cuarto (Cuarto) Ya yo me acostumbre a tu cuerpo y a tu piel (Tu piel) La bellaquera es contigo que la comparto (Omy) Compartimos lo mismo (Ey) Bellaquera al extremo (Jeje) Trépateme encima en lo que yo quemo (Yeh) Después que te vengas quiero que cambiemos No hay necesidad de decirte un te quiero (Ah-ah) Tu misma lo dice yo no te supero, ey Deja la timidez si yo fui tu primero Como yo te lo hago tú dime si hay uno Como te caliento no puede ninguno (Jeje) Acostao' en la cama el cuarto lleno de humo Yo sigo esperando el momento oportuno A ti no te importa si yo te presumo (Ah-ah) Quítate la ropa mientras yo fumo Nos vamos pa' Neptuno Deja la timidez Si ya tus puntos débiles Poco a poco adivine Cierra la puerta Quiero verte sin ropa puesta, ah Baby deja la timidez Y hazme tu pose favorita aquí en mi cuarto Ya yo me acostumbre a tu cuerpo y a tu piel La bellaquera es contigo que la comparto Deja la timidez Y hazme tu pose favorita aquí en mi cuarto (Cuarto) Ya yo me acostumbre a tu cuerpo y a tu piel (Tu piel) La bellaquera es contigo que la comparto Yo no quiero decírtelo, yo quiero hacértelo Si te hablo te hago temblar sin querer queriéndolo Ambos sabemos que nos pasamos pensándonos Y aunque nos peleemos, yo siento que soy pa' ti Porque Los días van pasando Y tú te ves Hoy mejor que ayer y antier Pero dices Que ya por nadie siente Y te contradice Cuando me tienes cerca a mí Deja la timidez (Oh) Si ya tus puntos débiles Poco a poco adivine Cierra la puerta Quiero verte sin ropa puesta, ah Baby deja la timidez Y hazme tu pose favorita aquí en mi cuarto (Cuarto) Ya yo me acostumbre a tu cuerpo y a tu piel (Tu piel) La bellaquera es contigo que la comparto Baby deja la timidez Y hazme tu pose favorita aquí en mi cuarto Ya yo me acostumbre a tu cuerpo y a tu piel La bellaquera es contigo que la comparto Dímelo Javiielo Los Sntos Javiielo Los Sntos, baby Omy, Omeeh Nekxum Alex Killer JBD (La bebecita sabe que no hay nadie como yo) (Por más tímida que sea) (El de su punto G soy yo) (Fuma y se arrebata) (Me llama y solita se mata) (De eso se trata) (La bebecita sabe que no hay nadie como yo) (Por más tímida que sea) (El de su punto G soy yo) (Fuma y se arrebata) (Me llama y solita se mata) (De eso se trata)",59,0jcTA7HQn6EjJoXryAuUgv,Timidez,2019-11-29,Reggaeton 2020 ☀,7xWuNevFBmwnFEg6wzdCc7,latin,reggaeton,0.838,0.589,11,-7.7,1,0.171,0.797,0,0.17,0.961,79.953,213000,es
1o4XQ7tYJrDxgEpJufbOI8,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,"NA I know that we are up-side-down So hold your tongue and hear me out I know that we were made to break So what? I don't mind You kill the lights, I'll draw the blinds Don't dull the sparkle in your eyes I know that we were made to break So what? I don't mind Are you gonna stay the night? Are you gonna stay the night? Woah, oh, oh, oh, oh, oh, oh Why're you gonna stay the night? Are you gonna stay the night? Doesn't mean we're bound for life So-oh-oh-oh-oh-oh-oh-oh Are you gonna stay the night? I am a fire, you're gasoline Come pour yourself all over me We'll let this place go down in flames Only one more time You kill the lights, I'll draw the blinds Don't dull the sparkle in your eyes I know that we were made to break So what? I don't mind Are you gonna stay the night? Are you gonna stay the night? Woah, oh, oh, oh, oh, oh, oh Why're you gonna stay the night? Are you gonna stay the night? Doesn't mean we're bound for life So-oh-oh-oh-oh-oh-oh-oh Are you gonna stay the night? Are you gonna stay the night? Are you gonna stay the night? Woah, oh, oh, oh, oh, oh, oh Why're you gonna stay the night? Are you gonna stay the night? Doesn't mean we're bound for life So-oh-oh-oh-oh-oh-oh-oh Are you gonna stay the night?",3,67eRmjbirEIXE81uhfGjNl,Clarity (Deluxe),2012,"Electrónica, Progressive House, Electro House y más 🎧",0o5gKmuET7F3lQnpFxvPO8,edm,progressive electro house,0.595,0.736,8,-3.115,1,0.0406,0.116,0,0.0931,0.506,127.956,217347,en
1O64lNU0k9bGiWJVGt8et8,Rush Over,Marcus Miller,Your music is so very beautiful I want to feel you creep inside me The warmth of a Kiss beneath my berry skin I want to experience The taste of dark berry nectar The seed of life Heaven everlasting The phone just won't suffice no more My imagination is filled And my cup runneth over If you feel the same for me Yeah The way I feel for you I'll rush over Mmm There's no need No To be alone Mmm My want for you is rushing over Patiently I wait for an invitation I often try to imagine Picture you For you're no more Than a voice on my telephone That I find myself rushing home to Your voice makes me wanna Do things I'm much too shy to say You leave me to question If you feel the same for me Yeah The way I feel for you I'll rush over Tell me There's no reason To be alone No My want for you is rushing over Won't you play for me? If you feel the same for me The way I feel for you I'll rush over There's no reason To be alone No My want for you is rushing over My sweet marcus Won't you play for me? I'm rushing over,0,7dt0RR2Kbvu3ZuWloudfjI,Love Jones The Music,1997-03-11,NeoSoul Music,78RRvktrPMSqAoCI21mNOe,r&b,NeoSoul,0.711,0.531,4,-12.264,0,0.036000000000000004,0.373,0.0229,0.124,0.514,87.619,319400,en
